limit_saver,protect_business,avg_revenue,load_factor,avg_spoilage,avg_denied_business,avg_denied_flex
64,6,35540.31733333333,0.7821018518518519,39.221666666666664,0.04343333333333333,0.0009666666666666667
64,8,35540.44933333333,0.7821018518518519,39.221666666666664,0.04306666666666667,0.0013333333333333333
64,10,35540.62066666667,0.7821016666666667,39.2217,0.04256666666666667,0.0018666666666666666
64,12,35540.831333333335,0.7821012962962963,39.22176666666667,0.041933333333333336,0.0025666666666666667
64,14,35541.153333333335,0.7821007407407408,39.22186666666666,0.040966666666666665,0.0036333333333333335
64,16,35541.456,0.7820992592592592,39.22213333333333,0.039933333333333335,0.004933333333333333
64,18,35541.67333333333,0.7820951851851852,39.22286666666667,0.0388,0.0068
64,20,35541.92533333333,0.7820885185185186,39.224066666666666,0.037233333333333334,0.009566666666666666
64,22,35542.109333333334,0.7820762962962963,39.22626666666667,0.035133333333333336,0.013866666666666666
64,24,35542.14,0.782055925925926,39.229933333333335,0.0324,0.020266666666666665
64,26,35541.566,0.7820198148148148,39.23643333333333,0.0293,0.029866666666666666
64,28,35539.835333333336,0.7819579629629629,39.247566666666664,0.026066666666666665,0.04423333333333333
64,30,35536.912,0.7818637037037037,39.26453333333333,0.021933333333333332,0.06533333333333333
64,32,35531.978,0.7817198148148148,39.29043333333333,0.016933333333333335,0.09623333333333334
64,34,35522.676666666666,0.7814905555555555,39.3317,0.012966666666666666,0.14146666666666666
64,36,35508.10866666667,0.7811538888888888,39.3923,0.009666666666666667,0.20536666666666667
64,38,35487.434,0.7806898148148148,39.475833333333334,0.0067666666666666665,0.2918
64,40,35459.158,0.7800687037037036,39.587633333333336,0.004566666666666667,0.4058
66,0,35768.80533333333,0.7931009259259258,37.24183333333333,0.061766666666666664,0.0004333333333333333
66,2,35768.87733333333,0.7931009259259258,37.24183333333333,0.061566666666666665,0.0006333333333333333
66,4,35768.99733333333,0.7931009259259258,37.24183333333333,0.061233333333333334,0.0009666666666666667
66,6,35769.12933333333,0.7931009259259258,37.24183333333333,0.060866666666666666,0.0013333333333333333
66,8,35769.30066666667,0.7931007407407408,37.24186666666667,0.060366666666666666,0.0018666666666666666
66,10,35769.511333333336,0.7931003703703704,37.241933333333336,0.05973333333333333,0.0025666666666666667
66,12,35769.854,0.7931,37.242,0.05873333333333333,0.0036333333333333335
66,14,35770.198,0.7930988888888889,37.2422,0.057633333333333335,0.004933333333333333
66,16,35770.60133333333,0.7930964814814814,37.24263333333333,0.0562,0.0068
66,18,35770.977333333336,0.793090925925926,37.243633333333335,0.054433333333333334,0.009566666666666666
66,20,35771.32666666667,0.7930801851851852,37.24556666666667,0.052066666666666664,0.013866666666666666
66,22,35771.708666666666,0.7930629629629629,37.248666666666665,0.048766666666666666,0.020266666666666665
66,24,35771.816666666666,0.793032962962963,37.25406666666667,0.044566666666666664,0.029866666666666666
66,26,35770.685333333335,0.7929764814814816,37.26423333333334,0.04036666666666667,0.04423333333333333
66,28,35768.42333333333,0.7928881481481481,37.28013333333333,0.035166666666666666,0.06533333333333333
66,30,35764.378,0.7927522222222223,37.3046,0.028733333333333333,0.09623333333333334
66,32,35756.99866666667,0.7925401851851851,37.34276666666667,0.021666666666666667,0.14146666666666666
66,34,35743.81533333333,0.792215925925926,37.401133333333334,0.016133333333333333,0.20536666666666667
66,36,35724.174,0.7917611111111111,37.483,0.011566666666666666,0.2918
66,38,35696.72466666667,0.7911474074074074,37.593466666666664,0.008033333333333333,0.4058
66,40,35659.079333333335,0.7903214814814815,37.742133333333335,0.005233333333333334,0.5572666666666667
68,0,35992.88133333333,0.8040548148148149,35.270133333333334,0.08676666666666667,0.0006333333333333333
68,2,35993.00133333333,0.8040548148148149,35.270133333333334,0.08643333333333333,0.0009666666666666667
68,4,35993.13333333333,0.8040548148148149,35.270133333333334,0.08606666666666667,0.0013333333333333333
68,6,35993.30466666666,0.8040546296296297,35.27016666666667,0.08556666666666667,0.0018666666666666666
68,8,35993.51533333334,0.8040542592592593,35.27023333333333,0.08493333333333333,0.0025666666666666667
68,10,35993.858,0.804053888888889,35.2703,0.08393333333333333,0.0036333333333333335
68,12,35994.24333333333,0.8040531481481482,35.27043333333334,0.08276666666666667,0.004933333333333333
68,14,35994.708666666666,0.8040512962962962,35.27076666666667,0.08123333333333334,0.0068
68,16,35995.291333333334,0.8040475925925926,35.271433333333334,0.07913333333333333,0.009566666666666666
68,18,35995.888666666666,0.8040390740740742,35.27296666666667,0.07636666666666667,0.013866666666666666
68,20,35996.477333333336,0.8040237037037037,35.275733333333335,0.07273333333333333,0.020266666666666665
68,22,35997.14333333333,0.8039987037037036,35.280233333333335,0.06763333333333334,0.029866666666666666
68,24,35997.14866666667,0.8039524074074074,35.28856666666667,0.0616,0.04423333333333333
68,26,35995.878666666664,0.803872962962963,35.30286666666667,0.0548,0.06533333333333333
68,28,35992.88733333333,0.8037464814814814,35.325633333333336,0.04666666666666667,0.09623333333333334
68,30,35986.996,0.8035477777777777,35.3614,0.0372,0.14146666666666666
68,32,35976.396,0.8032466666666666,35.4156,0.0275,0.20536666666666667
68,34,35958.44933333333,0.802807037037037,35.494733333333336,0.0202,0.2918
68,36,35932.405333333336,0.8022059259259259,35.60293333333333,0.0144,0.4058
68,38,35895.97933333334,0.801390925925926,35.749633333333335,0.009633333333333334,0.5572666666666667
68,40,35847.13533333333,0.8003198148148148,35.942433333333334,0.006066666666666666,0.7536333333333334
70,0,36210.424,0.8149462962962963,33.309666666666665,0.1221,0.0009666666666666667
70,2,36210.556,0.8149462962962963,33.309666666666665,0.12173333333333333,0.0013333333333333333
70,4,36210.748,0.8149462962962963,33.309666666666665,0.1212,0.0018666666666666666
